wl,bg,wl1,01_C.sexpl_intact_bright_i2_p1_r1,01_C.sexpl_intact_bright_i2_p1_r1_cal,wl1,02_C.sexpl_intact_darkpt_i2_p1_r1,02_C.sexpl_intact_darkpt_i2_p1_r1_Cal,wl1,03_C.sexpl_intact_bright_i2_p2_r1,03_C.sexpl_intact_bright_i2_p2_r2_cal,wl1,04_C.sexpl_intact_darkpt_i2_p2_r1,04_C.sexpl_intact_darkpt_i2_p2_r1_cal,wl1,05_C.sexpl_alterd_bright_i2_p1_r1,05_C.sexpl_alterd_bright_i2_p1_r1_cal,wl1,06_C.sexpl_alterd_darkpt_i2_p1_r1,06_C.sexpl_alterd_darkpt_i2_p1_r1_cal,wl,07_C.sexpl_alterd_bright_i2_p2_r1,07_C.sexpl_alterd_bright_i2_p2_r1_cal,wl,08_C.sexpl_alterd_darkpt_i2_p2_r1,08_C.sexpl_alterd_darkpt_i2_p2_r1_cal,wl,09_T.bonvo_intact_bright_i2_p1_r1,09_T.bonvo_intact_bright_i2_p1_r1_cal,wl,10_T.bonvo_intact_darkpt_i2_p1_r1,10_T.bonvo_intact_darkpt_i2_p1_r1_cal,wl,11.T.bonvo_intact_bright_2_2_1,11.T.bonvo_intact_bright_2_2_1_cal,wl,12_T.bonvo_intact_darkpt_i2_p2_r1,12_T.bonvo_intact_darkpt_i2_p2_r1_cal,wl,13_T.bonvo_alterd_bright_i2_p1_r1,13_T.bonvo_alterd_bright_i2_p1_r1_cal,wl,14_T.bonvo_alterd_darkpt_i2_p1_r1,14_T.bonvo_alterd_darkpt_i2_p1_r1_cal,wl,15_T.bonvo_alterd_bright_i2_p2_r1,15_T.bonvo_alterd_bright_i2_p2_r1_cal,wl,16_T.bonvo_alterd_darkpt_i2_p2_r1,16_T.bonvo_alterd_darkpt_i2_p2_r1_cal,wl,17_C.scala_intact_bright_i2_p1_r1,17_C.scala_intact_bright_i2_p1_r1_cal,wl,18_C.scala_intact_darkpt_i2_p1_r1,18_C.scala_intact_darkpt_i2_p1_r1_cal,wl,19_C.scala_intact_bright_i2_p2_r1,19_C.scala_intact_bright_i2_p2_r1_cal,wl,20_C.scala_intact_darkpt_i2_p2_r1,20_C.scala_intact_darkpt_i2_p2_r1_cal,wl,21_C.scala_alterd_bright_i2_p1_r1,21_C.scala_alterd_bright_i2_p1_r1_cal,wl,22_C.scala_alterd_darkpt_i2_p1_r1,22_C.scala_alterd_darkpt_i2_p1_r1_cal,wl,23_C.scala_alterd_bright_i2_p2_r1,23_C.scala_alterd_bright_i2_p2_r1_cal,wl,24_C.scala_alterd_darkpt_i2_p2_r1,24_C.scala_alterd_darkpt_i2_p2_r1_cal,wl,25_C.octos_intact_bright_i2_p1_r1,25_C.octos_intact_bright_i2_p1_r1_cal,wl,26_C.octos_intact_darkpt_i2_p1_r1,26_C.octos_intact_darkpt_i2_p1_r1_cal,wl,27_C.octos_intact_bright_i2_p2_r1,27_C.octos_intact_bright_i2_p2_r1_cal,wl,28_C.octos_intact_darkpt_i2_p2_r1,28_C.octos_intact_darkpt_i2_p2_r1_cal,wl,29_C.octos_alterd_bright_i2_p1_r1,29_C.octos_alterd_bright_i2_p1_r1_cal,wl,30_C.octos_alterd_darkpt_i2_p1_r1,30_C.octos_alterd_darkpt_i2_p1_r1_cal,wl,31_C.octos_alterd_bright_i2_p2_r1,31_C.octos_alterd_bright_i2_p2_r1_cal,wl,32_C.octos_alterd_darkpt_i2_p2_r1,32_C.octos_alterd_darkpt_i2_p2_r1_cal,wl,33_T.bruck_intact_bright_i2_p1_r1,33_T.bruck_intact_bright_i2_p1_r1_cal,wl,34_T.bruck_intact_bright_i2_p2_r1,34_T.bruck_intact_bright_i2_p2_r1_cal,wl,35_T.bruck_alterd_bright_i2_p1_r1,35_T.bruck_alterd_bright_i2_p1_r1_cal,wl,36_T.bruck_alterd_bright_i2_p2_r1,36_T.bruck_alterd_bright_i2_p2_r1_cal
840,-1.43E-06,840,-5.11E-07,35.73920201,840,-1.12E-07,7.864939697,,,,,,,840,-9.60E-07,67.15612717,840,-1.21E-07,8.466710154,,,,,,,840,-4.16E-07,29.08550208,840,-3.12E-07,21.83479098,,,,,,,840,-1.03E-06,72.40212656,840,-4.43E-07,30.98690915,,,,,,,840,-5.73E-07,40.09444395,840,-1.34E-07,9.39610186,,,,,,,840,-8.47E-07,59.29531686,840,-1.62E-07,11.31052699,,,,,,,840,-5.90E-07,41.27628809,840,-8.54E-08,5.979350273,,,,,,,840,-6.43E-07,45.00225366,840,-1.55E-07,10.82031994,,,,,,,840,-1.15E-06,80.15312322,,,,840,-1.04E-06,72.9085712,,,
845,-1.34E-06,845,-4.78E-07,35.67673931,845,-1.10E-07,8.219967814,,,,,,,845,-8.97E-07,66.99123668,845,-1.18E-07,8.834482733,,,,,,,845,-3.92E-07,29.24102292,845,-3.05E-07,22.77177667,,,,,,,845,-9.67E-07,72.23869674,845,-4.24E-07,31.68698496,,,,,,,845,-5.36E-07,40.03390324,845,-1.31E-07,9.75674051,,,,,,,845,-7.91E-07,59.09753156,845,-1.57E-07,11.69788777,,,,,,,845,-5.51E-07,41.17414243,845,-8.39E-08,6.269037902,,,,,,,845,-6.03E-07,45.00543273,845,-1.51E-07,11.28492538,,,,,,,845,-1.07E-06,79.90262153,,,,845,-9.75E-07,72.77562252,,,
850,-1.22E-06,850,-4.38E-07,35.91706793,850,-1.06E-07,8.659329981,,,,,,,850,-8.20E-07,67.31902929,850,-1.13E-07,9.30761636,,,,,,,850,-3.60E-07,29.5648627,850,-2.92E-07,23.93965085,,,,,,,850,-8.85E-07,72.6054481,850,-3.98E-07,32.64617221,,,,,,,850,-4.92E-07,40.35740695,850,-1.25E-07,10.23092586,,,,,,,850,-7.23E-07,59.36871893,850,-1.49E-07,12.19285596,,,,,,,850,-5.05E-07,41.44215199,850,-8.08E-08,6.633219609,,,,,,,850,-5.53E-07,45.35608149,850,-1.44E-07,11.85874103,,,,,,,850,-9.77E-07,80.1690354,,,,850,-8.88E-07,72.88301545,,,
855,-1.09E-06,855,-3.93E-07,36.0482096,855,-9.96E-08,9.12895097,,,,,,,855,-7.36E-07,67.4982102,855,-1.07E-07,9.816638143,,,,,,,855,-3.27E-07,29.94766721,855,-2.74E-07,25.08499839,,,,,,,855,-7.94E-07,72.82013158,855,-3.66E-07,33.57099577,,,,,,,855,-4.43E-07,40.5783099,855,-1.17E-07,10.7104848,,,,,,,855,-6.49E-07,59.45203194,855,-1.39E-07,12.7222127,,,,,,,855,-4.55E-07,41.71452457,855,-7.64E-08,7.003739104,,,,,,,855,-4.97E-07,45.59873793,855,-1.36E-07,12.43263608,,,,,,,855,-8.75E-07,80.19393108,,,,855,-7.96E-07,73.00740762,,,
860,-9.63E-07,860,-3.48E-07,36.14934052,860,-9.25E-08,9.605473895,,,,,,,860,-6.51E-07,67.60088394,860,-9.97E-08,10.34607316,,,,,,,860,-2.91E-07,30.18385753,860,-2.53E-07,26.21212797,,,,,,,860,-7.01E-07,72.80687641,860,-3.32E-07,34.430133,,,,,,,860,-3.91E-07,40.632068,860,-1.08E-07,11.22067575,,,,,,,860,-5.73E-07,59.51241892,860,-1.28E-07,13.27027254,,,,,,,860,-4.03E-07,41.84007,860,-7.14E-08,7.409210418,,,,,,,860,-4.41E-07,45.81356412,860,-1.25E-07,13.01970399,,,,,,,860,-7.72E-07,80.10263554,,,,860,-7.03E-07,72.96994319,,,
865,-8.41E-07,865,-3.05E-07,36.27350797,865,-8.53E-08,10.15228064,,,,,,,865,-5.68E-07,67.56235584,865,-9.18E-08,10.92326012,,,,,,,865,-2.56E-07,30.49847791,865,-2.30E-07,27.39397991,,,,,,,865,-6.12E-07,72.83382841,865,-2.96E-07,35.23046707,,,,,,,865,-3.43E-07,40.78506434,865,-9.89E-08,11.76549662,,,,,,,865,-5.00E-07,59.52399363,865,-1.17E-07,13.87870129,,,,,,,865,-3.54E-07,42.15488824,865,-6.61E-08,7.867535709,,,,,,,865,-3.86E-07,45.96493774,865,-1.15E-07,13.66076665,,,,,,,865,-6.72E-07,79.97558942,,,,865,-6.14E-07,73.07365168,,,
870,-7.30E-07,870,-2.66E-07,36.37348297,870,-7.86E-08,10.76020173,,,,,,,870,-4.94E-07,67.67146885,870,-8.44E-08,11.55371885,,,,,,,870,-2.25E-07,30.80160976,870,-2.09E-07,28.61687022,,,,,,,870,-5.32E-07,72.80228621,870,-2.63E-07,36.06141645,,,,,,,870,-2.99E-07,40.90810127,870,-9.01E-08,12.3386093,,,,,,,870,-4.36E-07,59.67413079,870,-1.06E-07,14.50623243,,,,,,,870,-3.09E-07,42.32479293,870,-6.09E-08,8.341035721,,,,,,,870,-3.38E-07,46.24951903,870,-1.05E-07,14.31986887,,,,,,,870,-5.82E-07,79.72156381,,,,870,-5.33E-07,72.99481167,,,
875,-6.32E-07,875,-2.31E-07,36.55545599,875,-7.21E-08,11.41115231,,,,,,,875,-4.28E-07,67.71333673,875,-7.72E-08,12.22884681,,,,,,,875,-1.97E-07,31.13413356,875,-1.88E-07,29.83896247,,,,,,,875,-4.59E-07,72.69976918,875,-2.33E-07,36.9262286,,,,,,,875,-2.59E-07,41.04826376,875,-8.18E-08,12.95091933,,,,,,,875,-3.78E-07,59.80995925,875,-9.57E-08,15.1551324,,,,,,,875,-2.69E-07,42.57346585,875,-5.59E-08,8.84962337,,,,,,,875,-2.93E-07,46.3812467,875,-9.49E-08,15.01771539,,,,,,,875,-5.02E-07,79.54354758,,,,875,-4.60E-07,72.83132854,,,
880,-5.47E-07,880,-2.01E-07,36.69330224,880,-6.61E-08,12.08488535,,,,,,,880,-3.70E-07,67.66172337,880,-7.08E-08,12.94481465,,,,,,,880,-1.72E-07,31.52257749,880,-1.70E-07,31.03659406,,,,,,,880,-3.97E-07,72.5502524,880,-2.07E-07,37.76780264,,,,,,,880,-2.24E-07,41.01268784,880,-7.44E-08,13.59455933,,,,,,,880,-3.27E-07,59.83188885,880,-8.66E-08,15.83549306,,,,,,,880,-2.34E-07,42.75447876,880,-5.13E-08,9.379169423,,,,,,,880,-2.55E-07,46.57015232,880,-8.62E-08,15.75964382,,,,,,,880,-4.35E-07,79.42383823,,,,880,-3.99E-07,72.84633858,,,
885,-4.88E-07,885,-1.79E-07,36.74925356,885,-6.20E-08,12.7198307,,,,,,,885,-3.29E-07,67.5394957,885,-6.64E-08,13.62335127,,,,,,,885,-1.55E-07,31.8016274,885,-1.57E-07,32.21032384,,,,,,,885,-3.53E-07,72.3025625,885,-1.88E-07,38.52327909,,,,,,,885,-2.00E-07,41.01216451,885,-6.94E-08,14.2248097,,,,,,,885,-2.91E-07,59.75068082,885,-8.05E-08,16.51108997,,,,,,,885,-2.09E-07,42.94327056,885,-4.83E-08,9.895252313,,,,,,,885,-2.28E-07,46.69679769,885,-8.04E-08,16.47868955,,,,,,,885,-3.86E-07,79.25183739,,,,885,-3.55E-07,72.79574611,,,
890,-4.57E-07,890,-1.69E-07,36.90191545,890,-6.06E-08,13.26296014,,,,,,,890,-3.09E-07,67.55651313,890,-6.49E-08,14.20513764,,,,,,,890,-1.47E-07,32.09490528,890,-1.52E-07,33.34887937,,,,,,,890,-3.30E-07,72.21725917,890,-1.79E-07,39.29118824,,,,,,,890,-1.88E-07,41.17817073,890,-6.75E-08,14.78778563,,,,,,,890,-2.73E-07,59.76969968,890,-7.82E-08,17.11509323,,,,,,,890,-1.97E-07,43.04938823,890,-4.74E-08,10.3847535,,,,,,,890,-2.14E-07,46.92363611,890,-7.83E-08,17.14377677,,,,,,,890,-3.62E-07,79.19414593,,,,890,-3.33E-07,72.83494049,,,
895,-4.45E-07,895,-1.65E-07,36.97569263,895,-6.11E-08,13.73851603,,,,,,,895,-3.01E-07,67.56957804,895,-6.54E-08,14.68712357,,,,,,,895,-1.44E-07,32.34861833,895,-1.53E-07,34.41798062,,,,,,,895,-3.22E-07,72.25463404,895,-1.79E-07,40.11951421,,,,,,,895,-1.84E-07,41.2481347,895,-6.80E-08,15.2768289,,,,,,,895,-2.66E-07,59.85306809,895,-7.86E-08,17.66936049,,,,,,,895,-1.92E-07,43.25187429,895,-4.79E-08,10.76571798,,,,,,,895,-2.10E-07,47.10451089,895,-7.90E-08,17.75048992,,,,,,,895,-3.53E-07,79.22906816,,,,895,-3.25E-07,72.97603423,,,
900,-4.39E-07,900,-1.63E-07,37.07224508,900,-6.21E-08,14.15469568,,,,,,,900,-2.96E-07,67.53914775,900,-6.63E-08,15.1055406,,,,,,,900,-1.43E-07,32.52987621,900,-1.56E-07,35.42500991,,,,,,,900,-3.18E-07,72.375381,900,-1.80E-07,40.92437434,,,,,,,900,-1.81E-07,41.28042863,900,-6.92E-08,15.75477587,,,,,,,900,-2.63E-07,59.86313665,900,-7.99E-08,18.19681169,,,,,,,900,-1.91E-07,43.45570849,900,-4.89E-08,11.14110502,,,,,,,900,-2.07E-07,47.25088729,900,-8.04E-08,18.31435744,,,,,,,900,-3.48E-07,79.20032439,,,,900,-3.21E-07,73.07222685,,,
905,-4.27E-07,905,-1.58E-07,37.14346001,905,-6.22E-08,14.59334631,,,,,,,905,-2.88E-07,67.56804914,905,-6.65E-08,15.59819942,,,,,,,905,-1.40E-07,32.80496096,905,-1.56E-07,36.59625349,,,,,,,905,-3.10E-07,72.6586641,905,-1.78E-07,41.80339015,,,,,,,905,-1.77E-07,41.51853328,905,-6.95E-08,16.28982721,,,,,,,905,-2.57E-07,60.14653131,905,-8.02E-08,18.8057112,,,,,,,905,-1.86E-07,43.70290484,905,-4.93E-08,11.55252854,,,,,,,905,-2.03E-07,47.52420697,905,-8.07E-08,18.92621855,,,,,,,905,-3.38E-07,79.27765925,,,,905,-3.12E-07,73.16788971,,,
910,-4.07E-07,910,-1.52E-07,37.27411824,910,-6.14E-08,15.10191431,,,,,,,910,-2.74E-07,67.3598709,910,-6.56E-08,16.13557087,,,,,,,910,-1.34E-07,32.98771518,910,-1.53E-07,37.53019546,,,,,,,910,-2.95E-07,72.5030626,910,-1.72E-07,42.28570445,,,,,,,910,-1.69E-07,41.51845675,910,-6.82E-08,16.77293502,,,,,,,910,-2.43E-07,59.84778042,910,-7.87E-08,19.3494507,,,,,,,910,-1.78E-07,43.69449815,910,-4.88E-08,12.00611043,,,,,,,910,-1.94E-07,47.65693032,910,-7.94E-08,19.53173045,,,,,,,910,-3.21E-07,79.03512268,,,,910,-2.97E-07,72.97438244,,,
915,-3.85E-07,915,-1.44E-07,37.37790111,915,-6.02E-08,15.628918,,,,,,,915,-2.58E-07,67.09410473,915,-6.42E-08,16.65762471,,,,,,,915,-1.27E-07,33.08837844,915,-1.48E-07,38.42114417,,,,,,,915,-2.78E-07,72.16184155,915,-1.65E-07,42.79243383,,,,,,,915,-1.59E-07,41.36839018,915,-6.64E-08,17.24375131,,,,,,,915,-2.29E-07,59.47445885,915,-7.68E-08,19.93012166,,,,,,,915,-1.68E-07,43.67162374,915,-4.80E-08,12.46959695,,,,,,,915,-1.84E-07,47.68547481,915,-7.75E-08,20.11520061,,,,,,,915,-3.04E-07,78.83376899,,,,915,-2.81E-07,72.88502522,,,
920,-3.72E-07,920,-1.39E-07,37.39735224,920,-6.01E-08,16.14006821,,,,,,,920,-2.49E-07,66.93627648,920,-6.38E-08,17.1449287,,,,,,,920,-1.24E-07,33.21222374,920,-1.46E-07,39.24111818,,,,,,,920,-2.68E-07,71.85853541,920,-1.62E-07,43.38220683,,,,,,,920,-1.54E-07,41.31367652,920,-6.59E-08,17.69999194,,,,,,,920,-2.20E-07,59.09208088,920,-7.62E-08,20.46107575,,,,,,,920,-1.62E-07,43.57743226,920,-4.81E-08,12.91146379,,,,,,,920,-1.78E-07,47.72791965,920,-7.71E-08,20.7075915,,,,,,,920,-2.94E-07,78.84932463,,,,920,-2.72E-07,73.11125433,,,
925,-3.72E-07,925,-1.40E-07,37.49187819,925,-6.17E-08,16.56177676,,,,,,,925,-2.49E-07,66.94303189,925,-6.54E-08,17.54659636,,,,,,,925,-1.24E-07,33.31901389,925,-1.50E-07,40.20845527,,,,,,,925,-2.68E-07,72.06151632,925,-1.65E-07,44.17431414,,,,,,,925,-1.54E-07,41.37745869,925,-6.76E-08,18.15955796,,,,,,,925,-2.20E-07,59.16005735,925,-7.80E-08,20.94325742,,,,,,,925,-1.63E-07,43.69398637,925,-4.94E-08,13.26069797,,,,,,,925,-1.78E-07,47.90792957,925,-7.93E-08,21.28397064,,,,,,,925,-2.94E-07,79.00626655,,,,925,-2.74E-07,73.48477933,,,
930,-3.84E-07,930,-1.44E-07,37.52286631,930,-6.47E-08,16.83194596,,,,,,,930,-2.57E-07,66.92601334,930,-6.85E-08,17.81893786,,,,,,,930,-1.28E-07,33.37687582,930,-1.58E-07,41.05319035,,,,,,,930,-2.77E-07,72.05509252,930,-1.72E-07,44.8187479,,,,,,,930,-1.59E-07,41.31184312,930,-7.10E-08,18.48378476,,,,,,,930,-2.27E-07,59.02123086,930,-8.22E-08,21.3974015,,,,,,,930,-1.68E-07,43.71205754,930,-5.20E-08,13.53165114,,,,,,,930,-1.84E-07,47.78076446,930,-8.36E-08,21.76508396,,,,,,,930,-3.04E-07,78.99031744,,,,930,-2.83E-07,73.72826887,,,
935,-3.99E-07,935,-1.50E-07,37.44729647,935,-6.84E-08,17.11600284,,,,,,,935,-2.67E-07,66.74995744,935,-7.23E-08,18.09896746,,,,,,,935,-1.34E-07,33.44783728,935,-1.68E-07,41.96102192,,,,,,,935,-2.88E-07,72.04760093,935,-1.82E-07,45.50930887,,,,,,,935,-1.65E-07,41.24595648,935,-7.53E-08,18.84683178,,,,,,,935,-2.36E-07,59.02244344,935,-8.71E-08,21.80023235,,,,,,,935,-1.75E-07,43.77146949,935,-5.50E-08,13.76526024,,,,,,,935,-1.92E-07,47.95645512,935,-8.87E-08,22.20884117,,,,,,,935,-3.15E-07,78.85399245,,,,935,-2.94E-07,73.69029854,,,
940,-4.20E-07,940,-1.57E-07,37.43275357,940,-7.31E-08,17.43199083,,,,,,,940,-2.81E-07,67.00926493,940,-7.74E-08,18.44405407,,,,,,,940,-1.41E-07,33.57208746,940,-1.80E-07,42.91662992,,,,,,,940,-3.02E-07,72.05194273,940,-1.93E-07,46.10846667,,,,,,,940,-1.73E-07,41.33251021,940,-8.04E-08,19.1638918,,,,,,,940,-2.47E-07,58.9542331,940,-9.32E-08,22.20699387,,,,,,,940,-1.84E-07,43.80331745,940,-5.89E-08,14.03254525,,,,,,,940,-2.02E-07,48.07943958,940,-9.53E-08,22.71969948,,,,,,,940,-3.32E-07,79.0248344,,,,940,-3.10E-07,73.79743004,,,
945,-4.39E-07,945,-1.65E-07,37.47680341,945,-7.80E-08,17.76010347,,,,,,,945,-2.96E-07,67.29252859,945,-8.25E-08,18.79247964,,,,,,,945,-1.48E-07,33.68998203,945,-1.93E-07,43.87393808,,,,,,,945,-3.17E-07,72.11901243,945,-2.05E-07,46.71536337,,,,,,,945,-1.81E-07,41.27159417,945,-8.56E-08,19.48763722,,,,,,,945,-2.59E-07,58.935382,945,-9.94E-08,22.62233567,,,,,,,945,-1.93E-07,43.92926834,945,-6.28E-08,14.30184821,,,,,,,945,-2.12E-07,48.23387168,945,-1.02E-07,23.3006437,,,,,,,945,-3.48E-07,79.32264829,,,,945,-3.26E-07,74.17693388,,,
950,-4.61E-07,950,-1.73E-07,37.43415743,950,-8.33E-08,18.07926274,,,,,,,950,-3.10E-07,67.17395455,950,-8.78E-08,19.0492203,,,,,,,950,-1.55E-07,33.63329486,950,-2.06E-07,44.61435997,,,,,,,950,-3.32E-07,71.98816352,950,-2.18E-07,47.18536581,,,,,,,950,-1.89E-07,41.08771488,950,-9.11E-08,19.76405148,,,,,,,950,-2.71E-07,58.77821359,950,-1.06E-07,22.95508387,,,,,,,950,-2.02E-07,43.92339266,950,-6.68E-08,14.49382577,,,,,,,950,-2.22E-07,48.16877392,950,-1.09E-07,23.74758107,,,,,,,950,-3.65E-07,79.14558692,,,,950,-3.42E-07,74.26455913,,,
955,-4.83E-07,955,-1.81E-07,37.4401081,955,-8.90E-08,18.43738084,,,,,,,955,-3.24E-07,67.08991661,955,-9.35E-08,19.36746688,,,,,,,955,-1.62E-07,33.64826666,955,-2.19E-07,45.38956679,,,,,,,955,-3.48E-07,72.08332643,955,-2.30E-07,47.76099607,,,,,,,955,-1.99E-07,41.14988312,955,-9.71E-08,20.13093324,,,,,,,955,-2.83E-07,58.60723345,955,-1.13E-07,23.3851982,,,,,,,955,-2.12E-07,43.90739758,955,-7.11E-08,14.72884925,,,,,,,955,-2.32E-07,48.11620273,955,-1.17E-07,24.23114545,,,,,,,955,-3.81E-07,79.05192566,,,,955,-3.59E-07,74.3322778,,,
960,-5.06E-07,960,-1.90E-07,37.49456285,960,-9.52E-08,18.8291352,,,,,,,960,-3.41E-07,67.36130333,960,-9.98E-08,19.73684211,,,,,,,960,-1.71E-07,33.80046661,960,-2.35E-07,46.42848669,,,,,,,960,-3.66E-07,72.38720392,960,-2.46E-07,48.59326189,,,,,,,960,-2.09E-07,41.30234489,960,-1.04E-07,20.56012496,,,,,,,960,-2.97E-07,58.70081854,960,-1.21E-07,23.86294436,,,,,,,960,-2.23E-07,44.01597533,960,-7.61E-08,15.04745146,,,,,,,960,-2.44E-07,48.18794733,960,-1.26E-07,24.85210961,,,,,,,960,-4.01E-07,79.24769663,,,,960,-3.77E-07,74.52726482,,,
965,-5.27E-07,965,-1.98E-07,37.58616767,965,-1.02E-07,19.27330982,,,,,,,965,-3.57E-07,67.68190953,965,-1.06E-07,20.14977439,,,,,,,965,-1.79E-07,34.00731809,965,-2.50E-07,47.4547833,,,,,,,965,-3.84E-07,72.78807872,965,-2.62E-07,49.58612975,,,,,,,965,-2.19E-07,41.47878512,965,-1.11E-07,21.06226065,,,,,,,965,-3.11E-07,58.96560877,965,-1.29E-07,24.38080613,,,,,,,965,-2.34E-07,44.27312024,965,-8.11E-08,15.38145073,,,,,,,965,-2.56E-07,48.46585523,965,-1.35E-07,25.51928108,,,,,,,965,-4.19E-07,79.52716794,,,,965,-3.95E-07,74.97781822,,,
970,-5.50E-07,970,-2.07E-07,37.60172092,970,-1.08E-07,19.66232015,,,,,,,970,-3.74E-07,67.91369233,970,-1.13E-07,20.56238792,,,,,,,970,-1.88E-07,34.19875982,970,-2.67E-07,48.43378397,,,,,,,970,-4.02E-07,73.02176769,970,-2.78E-07,50.43195622,,,,,,,970,-2.30E-07,41.72778855,970,-1.19E-07,21.53840005,,,,,,,970,-3.25E-07,59.02039051,970,-1.37E-07,24.83543876,,,,,,,970,-2.44E-07,44.41818086,970,-8.65E-08,15.72029949,,,,,,,970,-2.68E-07,48.62346317,970,-1.44E-07,26.13394186,,,,,,,970,-4.38E-07,79.6318334,,,,970,-4.14E-07,75.3024602,,,
975,-5.75E-07,975,-2.17E-07,37.71411582,975,-1.15E-07,20.07942193,,,,,,,975,-3.91E-07,68.04953786,975,-1.21E-07,20.97639597,,,,,,,975,-1.97E-07,34.28721947,975,-2.84E-07,49.31966284,,,,,,,975,-4.21E-07,73.20500873,975,-2.94E-07,51.19132896,,,,,,,975,-2.40E-07,41.66469619,975,-1.26E-07,21.97490768,,,,,,,975,-3.40E-07,59.03685261,975,-1.45E-07,25.28948668,,,,,,,975,-2.56E-07,44.55295607,975,-9.22E-08,16.02765163,,,,,,,975,-2.80E-07,48.76311818,975,-1.54E-07,26.71883802,,,,,,,975,-4.58E-07,79.57962709,,,,975,-4.34E-07,75.37520255,,,
980,-6.01E-07,980,-2.27E-07,37.77395145,980,-1.23E-07,20.4978377,,,,,,,980,-4.10E-07,68.30963986,980,-1.28E-07,21.38057707,,,,,,,980,-2.06E-07,34.33791217,980,-3.01E-07,50.19957803,,,,,,,980,-4.40E-07,73.29267947,980,-3.12E-07,51.91243545,,,,,,,980,-2.49E-07,41.502905,980,-1.35E-07,22.41268773,,,,,,,980,-3.54E-07,59.00665593,980,-1.55E-07,25.7314947,,,,,,,980,-2.68E-07,44.6395356,980,-9.81E-08,16.34341742,,,,,,,980,-2.94E-07,48.91301995,980,-1.64E-07,27.35759354,,,,,,,980,-4.78E-07,79.62322465,,,,980,-4.54E-07,75.55672862,,,
985,-6.24E-07,985,-2.36E-07,37.87350969,985,-1.31E-07,20.99044694,,,,,,,985,-4.26E-07,68.3697271,985,-1.36E-07,21.77726406,,,,,,,985,-2.14E-07,34.28666242,985,-3.18E-07,50.99434255,,,,,,,985,-4.57E-07,73.27034094,985,-3.28E-07,52.51475282,,,,,,,985,-2.58E-07,41.42059928,985,-1.42E-07,22.80663504,,,,,,,985,-3.68E-07,58.92295188,985,-1.63E-07,26.14098904,,,,,,,985,-2.79E-07,44.67303324,985,-1.04E-07,16.64740237,,,,,,,985,-3.06E-07,49.04172792,985,-1.74E-07,27.95012336,,,,,,,985,-4.97E-07,79.67453217,,,,985,-4.73E-07,75.81739687,,,
990,-6.40E-07,990,-2.43E-07,37.93798253,990,-1.37E-07,21.44443767,,,,,,,990,-4.37E-07,68.34692515,990,-1.42E-07,22.1670942,,,,,,,990,-2.19E-07,34.30125226,990,-3.30E-07,51.66142221,,,,,,,990,-4.68E-07,73.16229055,990,-3.40E-07,53.09610566,,,,,,,990,-2.63E-07,41.17594646,990,-1.49E-07,23.22989794,,,,,,,990,-3.76E-07,58.73729724,990,-1.70E-07,26.52554309,,,,,,,990,-2.84E-07,44.39734072,990,-1.09E-07,16.96421733,,,,,,,990,-3.13E-07,49.00370942,990,-1.82E-07,28.51437263,,,,,,,990,-5.08E-07,79.36935205,,,,990,-4.85E-07,75.74840986,,,
995,-6.47E-07,995,-2.45E-07,37.87648683,995,-1.41E-07,21.8608395,,,,,,,995,-4.43E-07,68.38290844,995,-1.46E-07,22.54541016,,,,,,,995,-2.22E-07,34.35691917,995,-3.39E-07,52.34547721,,,,,,,995,-4.73E-07,73.0472896,995,-3.48E-07,53.76158525,,,,,,,995,-2.66E-07,41.08999841,995,-1.53E-07,23.68605228,,,,,,,995,-3.79E-07,58.59081337,995,-1.74E-07,26.92768208,,,,,,,995,-2.87E-07,44.38940963,995,-1.12E-07,17.28034953,,,,,,,995,-3.17E-07,49.02366411,995,-1.89E-07,29.13434487,,,,,,,995,-5.12E-07,79.08544696,,,,995,-4.89E-07,75.60388526,,,
1000,-6.49E-07,1000,-2.46E-07,37.9103052,1000,-1.45E-07,22.32879878,,,,,,,1000,-4.45E-07,68.57585235,1000,-1.50E-07,23.0675253,,,,,,,1000,-2.24E-07,34.44976814,1000,-3.45E-07,53.07476621,,,,,,,1000,-4.74E-07,72.99034032,1000,-3.53E-07,54.38845152,,,,,,,1000,-2.67E-07,41.1417523,1000,-1.57E-07,24.13424949,,,,,,,1000,-3.80E-07,58.61190282,1000,-1.78E-07,27.39866582,,,,,,,1000,-2.88E-07,44.34808732,1000,-1.15E-07,17.70031891,,,,,,,1000,-3.18E-07,49.0592984,1000,-1.93E-07,29.79170839,,,,,,,1000,-5.13E-07,79.02340199,,,,1000,-4.92E-07,75.84387373,,,
1005,-6.54E-07,1005,-2.48E-07,37.86535831,1005,-1.49E-07,22.81648593,,,,,,,1005,-4.50E-07,68.74047581,1005,-1.54E-07,23.54525376,,,,,,,1005,-2.26E-07,34.54173067,1005,-3.52E-07,53.86798725,,,,,,,1005,-4.78E-07,73.02275107,1005,-3.60E-07,55.07546752,,,,,,,1005,-2.69E-07,41.18134367,1005,-1.61E-07,24.611199,,,,,,,1005,-3.83E-07,58.57043508,1005,-1.82E-07,27.84449488,,,,,,,1005,-2.91E-07,44.41463955,1005,-1.18E-07,18.04403482,,,,,,,1005,-3.22E-07,49.21490856,1005,-1.99E-07,30.48688967,,,,,,,1005,-5.16E-07,78.93864013,,,,1005,-4.97E-07,75.93889233,,,
